ntype,node_name,node_id,global_graph_index
CPT,ALBUMIN SERUM PLASMA/WHOLE BLOOD,82040,294
CPT,Digestive tract protein loss,78282,295
CPT,Breath hydrogen test,91065,296
CPT,ASSAY OF GALACTOSE,82760,297
CPT,ASSAY OF BLOOD/URIC ACID,84550,298
CPT,ASSAY OF LIPOPROTEIN,83718,299
CPT,ASSAY OF TRIGLYCERIDES,84478,300
CPT,Medical nutrition therapy,1013548,301
CPT,Home,1021873,302
CPT,C-REACTIVE PROTEIN HIGH SENSITIVITY,86141,303
CPT,Nephrolithotomy,1008070,304
CPT,"Radiologic examination, abdomen",1031051,305
CPT,ASSAY OF IRON,83540,306
CPT,ASSAY OF FERRITIN,82728,307
CPT,ASSAY OF COPPER,82525,308
CPT,ASSAY OF L7383TRANSFERRIN,84466,309
CPT,ASSAY OF MAGNESIUM,83735,310
CPT,ASSAY OF OXALATE,83945,311
CPT,Phosphate level,84100,312
CPT,ASSAY OF CITRATE,82507,313
CPT,Vitamin D-3 level,82306,314
CPT,Chloride level,82438,315
CPT,ASSAY OF BLOOD CHLORIDE,82435,316
CPT,Post mortem,PM,317
CPT,ANTIHUMAN GLOBULIN DIRECT EACH ANTISERUM,86880,318
CPT,ASSAY OF URINE POTASSIUM,84133,319
CPT,Thyroxine,1011705,320
CPT,Thyroxine (thyroid chemical) level,84437,321
CPT,ASSAY OF URINE CHLORIDE,82436,322
CPT,Carbon dioxide (bicarbonate) level,82374,323
CPT,Bilirubin,1011294,324
CPT,ASSAY OF BRADYKININ,82286,325
CPT,Carnitine level,82379,326
CPT,ASSAY OF CAROTENE,82380,327
CPT,IRON BINDING CAPACITY,83550,328
CPT,Automated red blood cell count,85025,329
CPT,Automated red blood cell (RBC) count,85027,330
CPT,AUTOMATED RBC COUNT,85041,331
CPT,Cyanocobalamin (Vitamin B-12),1014264,332
CPT,CYANOCOBALAMIN VITAMIN B-12,82607,333
CPT,Cyanocobalamin (vitamin B-12) level,82608,334
CPT,BLOOD COUNT RETICULOCYTE AUTOMATED,85044,335
CPT,Surgical Procedures on the Penis,1008471,336
CPT,ASSAY OF PYRUVATE KINASE,84220,337
CPT,"Osmotic fragility, RBC",1011849,338
CPT,Haptoglobin,1011471,339
CPT,"Exchange transfusion, blood",1006667,340
CPT,Exchange transfusion of blood,36450,341
CPT,Exchange blood transfusion,36455,342
CPT,Intrauterine fetal transfusion,36460,343
CPT,Cold agglutinin,1011899,344
CPT,"Thromboplastin time, partial (PTT)",1011869,345
CPT,AUTOMATED RETICULOCYTE COUNT,85045,346
CPT,G6PD (enzyme) level,82955,347
CPT,Acid hemolysin test,85475,348
CPT,"Urinalysis, manual test",81002,349
CPT,Assay for clotting factor IX (PTC),85250,350
CPT,Clotting,1011784,351
CPT,Fibrinogen,1011824,352
CPT,Fibrinolytic factors and inhibitors,1011829,353
CPT,Blood typing,86911,354
CPT,Prothrombin time,1014271,355
CPT,PROTHROMBIN TIME,85610,356
CPT,FIBRINOGEN ACTIVITY,85384,357
CPT,Protein S (clotting inhibitor) measurement,85306,358
CPT,Partial thromboplastin time test on blood,85730,359
CPT,Hepatitis C antibody,1014274,360
CPT,Hepatitis C antibody test,80074,361
CPT,HEPATITIS C AB TEST,86803,362
CPT,NITROBLUE TETRAZOLIUM DYE,86384,363
CPT,Electroencephalogram (EEG),1013322,364
CPT,HYPNOTHERAPY,90880,365
CPT,GLOSSECTOMY <ONE-HALF TONGUE,41120,366
CPT,Partial removal of tongue,41130,367
CPT,Examination of the nose and throat using an endoscope,92511,368
CPT,Endoscopy Procedures on the Larynx,1005837,369
CPT,PHARYNGOPLASTY PLSTC/RCNSTV OPRATION PHARYNX,42950,370
CPT,Skilled Nursing Facility,1021887,371
CPT,PHOTO TESTS,95056,372
CPT,Group Home,1021875,373
CPT,Work reintegration training,97537,374
CPT,PSYCH DIAGNOSTIC EVALUATION,90791,375
CPT,ELECTROCONVULSIVE THERAPY,90870,376
CPT,Measurement of antidepressants,80338,377
CPT,Employee assistance program,HJ,378
CPT,Caffeine,80155,379
CPT,NOCTURNAL PENILE TUMESCENCE &/RIGIDITY TEST,54250,380
CPT,Surgical Procedures on the Prostate,1008648,381
CPT,Past History,1014985,382
CPT,Chief Complaint,1014978,383
CPT,Automated urinalysis test,81003,384
CPT,Biofeedback Services and Procedures,1012737,385
CPT,NUTRITIONAL SUPPORT OFFERED,4551F,386
CPT,Alcohol biomarkers,1022246,387
CPT,ASSAY OF THIAMINE-VITAMIN B-1,84425,388
CPT,ALANINE AMINO (ALT) (SGPT),84460,389
CPT,ASSAY OF GGT,82977,390
CPT,Inactivated poliovirus vaccine,90713,391
CPT,AUTOPSY (NECROPSY) GROSS,88005,392
CPT,Gross necropsy including brain,88012,393
CPT,CHLAMYDIA TRACHOMATIS,87810,394
CPT,Sphenoid sinusotomy,31050,395
CPT,Introduction,1022193,396
CPT,MLT SLEEP LATENCY/MAINT OF WAKEFULNESS TSTG,95805,397
CPT,DRUG SCREENING SEDATIVE HYPNOTICS,80368,398
CPT,PALATOPHARYNGOPLASTY,42145,399
CPT,DRUG SCREENING OXYCODONE,80365,400
CPT,Shunt,1006265,401
CPT,Creation of ventriculo-peritoneal shunt,62223,402
CPT,Ultrasound of brain,76506,403
CPT,DERMINATION OF VENOUS PRESSUE,93770,404
CPT,Imaging of esophagus using radioisotopes,78258,405
CPT,Follow-up service,TS,406
CPT,BIOPSY NERVE,64795,407
CPT,ASSAY OF PYRUVATE,84210,408
CPT,ASSAY OF ALDOLASE,82085,409
CPT,Folic acid,1011419,410
CPT,Excision Procedures on the Sympathetic Nerves,1009664,411
CPT,Sympathectomy,1009669,412
CPT,Urodynamic Procedures on the Bladder,1008280,413
CPT,ASSAY OF SELENIUM,84255,414
CPT,Imaging procedure,76499,415
CPT,ASSAY OF TOPIRAMATE,80201,416
CPT,ASSAY OF ZINC,84630,417
CPT,Injection of anesthetic agent into trigeminal nerve,64400,418
CPT,"Magnetic resonance angiography, head",1010318,419
CPT,REMOVAL OF FOREHEAD WRINKLES,15824,420
CPT,Amphetamines,1022247,421
CPT,MRI CHEST W/O CONTRAST MATERIAL,71550,422
CPT,MRI of chest,71552,423
CPT,Assay for intrinsic factor antibody,86340,424
CPT,Needle electromyography,1013341,425
CPT,Keratoplasty Procedures on the Cornea,1009786,426
CPT,Keratoplasty (corneal transplant),1009787,427
CPT,RADIAL KERATOTOMY,65771,428
CPT,"Vitrectomy, mechanical, pars plana approach",1014238,429
CPT,Microbiology Procedures,1012134,430
CPT,MICROBIOLOGY PROCEDURE,87999,431
CPT,ASSAY OF MERCURY,83825,432
CPT,Repair of retinal detachment,1009912,433
CPT,Ophthalmoscopy Procedures,1012822,434
CPT,Genetic studies,88299,435
CPT,Potassium,1011637,436
CPT,Removal of navel and surrounding tissue,49250,437
CPT,Color vision examination,92283,438
CPT,KERATOPROSTHESIS,65770,439
CPT,CORNEAL TRANSPLANT,65710,440
CPT,COLLAGEN CROSS-LINKING OF CORNEA,0402T,441
CPT,CORNEAL TISSUE TRANSPLANT,65767,442
CPT,Procedures on the Cornea,1009772,443
CPT,CORNEAL TRNSPL ENDOTHELIAL,65756,444
CPT,Laser iridotomy,66761,445
CPT,GONIOSCOPY SEPARATE PROCEDURE,92020,446
CPT,Laser trabeculoplasty,65855,447
CPT,BIOPSY CONJUNCTIVA,68100,448
CPT,Insertion of lens prosthesis,66985,449
CPT,Progressive addition lenses,PL,450
CPT,CREATE TEAR SAC DRAIN,68720,451
CPT,Conjunctival flap,1010074,452
CPT,X-ray of salivary gland,70380,453
CPT,X-ray of eye,70030,454
CPT,Allergy Testing Procedures,1013264,455
CPT,Excision of pterygium,65420,456
CPT,Incision Procedures on the Eyelids,1009989,457
CPT,Probing of nasolacrimal duct,68810,458
CPT,Correction of strabismus,67331,459
CPT,Extraocular Muscles Procedures,1009945,460
CPT,SUPPLEMENTAL ELECTRICAL TEST,92547,461
CPT,Caloric vestibular test,92533,462
CPT,Observation and recording of abnormal eye movement,92541,463
CPT,TEMPERATURE GRADIENT STUDIES,93740,464
CPT,Direct laryngoscopy,31515,465
CPT,Alcohols,80320,466
CPT,TYMPANOMETRY,92567,467
CPT,Hearing test for children,92579,468
CPT,Hearing tests for children,92582,469
CPT,Mastoidectomy,1010163,470
CPT,BINOCULAR MICROSCOPY SEPARATE DX PROCEDURE,92504,471
CPT,RELEASE MIDDLE EAR BONE,69650,472
CPT,ACOUSTIC REFL THRESHOLD TST,92568,473
CPT,Repair of eardrum,69610,474
CPT,MYRINGOPLASTY,69620,475
CPT,Repair Procedures on the Middle Ear,1010174,476
CPT,Tympanoplasty,69631,477
CPT,MASTOID OBLITERATION SEPARATE PROCEDURE,69670,478
CPT,Removal of inner ear canal,69905,479
CPT,ELECTROCOCHLEOGRAPHY,92584,480
CPT,Excision Procedures on the Inner Ear,1010233,481
CPT,Labyrinthectomy,1010234,482
CPT,CANALITH REPOSITIONING PROC,95992,483
CPT,Cochlear device implantation,69930,484
CPT,Counseling,1014980,485
CPT,Cardiac surgery procedure,33999,486
CPT,"Replacement, aortic valve",1035167,487
CPT,Percutaneous balloon valvuloplasty,1012998,488
CPT,Removal of skin and tissue,11045,489
CPT,Multi-disciplinary team,HT,490
CPT,Therapeutic procedure,97139,491
CPT,REPLACEMENT PULMONARY VALVE,33475,492
CPT,Repair Procedures on the Rectum,1007671,493
CPT,Proctoplasty,1007672,494
CPT,Dialysis Services and Procedures,1012740,495
CPT,Measurement of troponin,84484,496
CPT,Right coronary artery,RC,497
CPT,Heart transplant,33945,498
CPT,Heart/Lung Transplantation Procedures,1006332,499
CPT,ATRIAL SEPTECTOMY/SEPTOSTOMY CLOSED HEART,33735,500
CPT,pH,1020199,501
CPT,BIOPSY OF HEART LINING,93505,502
CPT,Insertion of ventricular assist device,1006349,503
CPT,Creation of pericardial window,33025,504
CPT,Pericardiotomy,33020,505
CPT,"Sedimentation rate, erythrocyte",1011860,506
CPT,Erythrocyte sedimentation rate,85651,507
CPT,Rheumatoid factor,1011965,508
CPT,Rheumatoid factor level,86431,509
CPT,Cardiovascular Procedures,1012974,510
CPT,CARDIOVASCULAR PROCEDURE,93799,511
CPT,ASSAY OF UREA NITROGEN,84520,512
CPT,Postmortem Examination Procedures,1012349,513
CPT,Autopsy,88000,514
CPT,"Liver enzyme (SGOT), level",84450,515
CPT,BUNDLE OF HIS RECORDING,93600,516
CPT,"Phosphatase, alkaline",1014268,517
CPT,ASSAY ALKALINE PHOSPHATASE,84075,518
CPT,Intracardiac Electrophysiological Procedures/Studies,1013109,519
CPT,Strapping of shoulder,29240,520
CPT,CARDIOPULM EXERCISE TESTING,94621,521
CPT,Repair Procedures for Transposition of the Great Vessels,1006273,522
CPT,Surgical Procedures on the Liver,1007795,523
CPT,Colostomy,44320,524
CPT,Endovascular Revascularization,1029967,525
CPT,Graft,1003478,526
CPT,Bypass graft,1006582,527
CPT,Surgical Procedures on Arteries and Veins,1006359,528
CPT,UNLISTED PROCEDURE VASCULAR SURGERY,37799,529
CPT,Arterial Procedures,1006737,530
CPT,Creatinine,1011373,531
CPT,ASSAY OF CREATININE,82565,532
CPT,Measurement of creatinine,82570,533
CPT,Assay for Hepatitis B surface antibody (HBsAb),86706,534
CPT,Plethysmography,94726,535
CPT,Lumbar sympathectomy,64818,536
CPT,Surgical Procedures on the Urinary System,1008061,537
CPT,Biopsy of temporal artery,37609,538
CPT,Injection of sclerosant,1031045,539
CPT,Axillary lymphadenectomy,1006917,540
CPT,Excision of axillary lymph node,38505,541
CPT,Pneumonectomy,32440,542
CPT,"Bypass graft, with vein",1006518,543
CPT,Excision of varicocele,55530,544
CPT,Ultrasound of scrotum,76870,545
CPT,"Laryngoscopy, indirect",1005838,546
CPT,Submucous resection of nasal septum,30520,547
CPT,Surgical Procedures on the Nose,1005691,548
CPT,"Endoscopy, surgical",1014777,549
CPT,Repair Procedures on the Larynx,1005871,550
CPT,Laryngoplasty,1005872,551
CPT,EPISODE BACK PAIN LASTING 12 WEEKS/<,1136F,552
CPT,Allergen specific IgE,1011877,553
CPT,Anthrax vaccine,90581,554
CPT,INHALED CORTICOSTEROIDS PRESCRIBED,4140F,555
CPT,ALT LONG-TERM CNTRL MED RXD,4144F,556
CPT,ASSAY OF BLOOD PKU,84030,557
CPT,CT scan chest with contrast,71260,558
CPT,CO DIFFUSING CAPACITY,94729,559
CPT,Vital capacity,94150,560
CPT,Pleural scarification,32215,561
CPT,Tube thoracostomy,32551,562
CPT,Thoracoscopy,1020900,563
CPT,Ultrasound of chest,76604,564
CPT,Removal of fluid from chest cavity,32554,565
CPT,Endoscopy Procedures on the Mediastinum,1006942,566
CPT,Mediastinoscopy,1027833,567
CPT,"Lung transplant, single",1006038,568
CPT,Five patients served,UR,569
CPT,Suture of,1009689,570
CPT,Carboxyhemoglobin,1011321,571
CPT,Measurement of carboxyhemoglobin,82375,572
CPT,ASSAY OF LEAD,83655,573
CPT,INJECTION ANESTHETIC AGENT PHRENIC NERVE,64410,574
CPT,Chest ultrasound examination of heart,93307,575
CPT,Barbiturates,80345,576
CPT,"Graft, bone",1003883,577
CPT,Thoracostomy with open flap drainage,32036,578
CPT,Biopsy of mouth,40808,579
CPT,Stabilization of both forearm bones,25492,580
CPT,ASSAY OF RIBOFLAVIN-VITAMIN B-2,84252,581
CPT,ALLERGY PATCH TESTS,95044,582
CPT,Repair Procedures on the Lips,1006975,583
CPT,ASSAY OF INTRINSIC FACTOR,83528,584
CPT,Repair duct opening,68760,585
CPT,Open portocaval venous anastomosis,37140,586
CPT,Surgical Procedures on the Esophagus,1007214,587
CPT,ESOPHAGUS SURGERY PROCEDURE,43499,588
CPT,ACID PERFUSION OF ESOPHAGUS,91030,589
CPT,"Gastric emptying imaging study (eg, solid, liquid, or both)",1027849,590
CPT,GASTRIC EMPTYING IMAG STUDY,78264,591
CPT,Esophageal motility (manometric study of the esophagus and/or gastroesophageal junction) study with interpretation and report,1014295,592
CPT,ESOPHAGEAL MOTILITY STUDY W/INTERP&RPT,91010,593
CPT,X-ray of upper gastrointestinal tract,74240,594
CPT,ASSAY OF SIALIC ACID,84275,595
CPT,Direct repair of blood vessel of neck,35201,596
CPT,PYLOROPLASTY,43800,597
